System Name,System Faction,Planet Name,Planet Type,Planet Archetype,Planet Faction,Resource Count
011-UST-CORE-03,UST,011-UST-CORE-03-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
011-UST-CORE-03,UST,011-UST-CORE-03-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
011-UST-CORE-03,UST,011-UST-CORE-03-P4,USTUR Gas Giant,Gas Giant,USTUR,8
011-UST-SEC-05,UST,011-UST-SEC-05-P1,USTUR Barren Planet,Barren Planet,USTUR,12
011-UST-SEC-05,UST,011-UST-SEC-05-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
011-UST-SEC-06,UST,011-UST-SEC-06-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
011-UST-SEC-06,UST,011-UST-SEC-06-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
011-UST-SEC-07,UST,011-UST-SEC-07-P1,USTUR Barren Planet,Barren Planet,USTUR,12
011-UST-SEC-07,UST,011-UST-SEC-07-P2,USTUR Ice Giant,Ice Giant,USTUR,15
011-UST-CORE-04,UST,011-UST-CORE-04-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
011-UST-CORE-04,UST,011-UST-CORE-04-P2,USTUR Barren Planet,Barren Planet,USTUR,12
011-UST-CORE-04,UST,011-UST-CORE-04-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
011-UST-CORE-04,UST,011-UST-CORE-04-P4,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
011-UST-CORE-04,UST,011-UST-CORE-04-P5,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
011-UST-CORE-04,UST,011-UST-CORE-04-P6,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
011-UST-CORE-05,UST,011-UST-CORE-05-P1,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
011-UST-CORE-05,UST,011-UST-CORE-05-P2,USTUR Barren Planet,Barren Planet,USTUR,12
011-UST-CORE-05,UST,011-UST-CORE-05-P3,USTUR Barren Planet,Barren Planet,USTUR,12
011-UST-CORE-05,UST,011-UST-CORE-05-P4,USTUR Gas Giant,Gas Giant,USTUR,8
011-UST-CORE-06,UST,011-UST-CORE-06-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
011-UST-CORE-06,UST,011-UST-CORE-06-P2,USTUR Ice Giant,Ice Giant,USTUR,15
011-UST-CORE-06,UST,011-UST-CORE-06-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
011-UST-CORE-06,UST,011-UST-CORE-06-P4,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
011-UST-CORE-07,UST,011-UST-CORE-07-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
011-UST-CORE-07,UST,011-UST-CORE-07-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
011-UST-CORE-07,UST,011-UST-CORE-07-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
011-UST-CORE-07,UST,011-UST-CORE-07-P4,USTUR Ice Giant,Ice Giant,USTUR,15
011-UST-CORE-07,UST,011-UST-CORE-07-P5,USTUR Ice Giant,Ice Giant,USTUR,15
011-UST-SEC-08,UST,011-UST-SEC-08-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
011-UST-SEC-08,UST,011-UST-SEC-08-P2,USTUR Barren Planet,Barren Planet,USTUR,12
011-UST-SEC-08,UST,011-UST-SEC-08-P3,USTUR Barren Planet,Barren Planet,USTUR,12
011-UST-SEC-08,UST,011-UST-SEC-08-P4,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
010-UST-SEC-01,UST,010-UST-SEC-01-P1,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
010-UST-SEC-01,UST,010-UST-SEC-01-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
010-UST-SEC-01,UST,010-UST-SEC-01-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
010-UST-SEC-01,UST,010-UST-SEC-01-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
010-UST-SEC-02,UST,010-UST-SEC-02-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
010-UST-SEC-02,UST,010-UST-SEC-02-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
010-UST-SEC-02,UST,010-UST-SEC-02-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
010-UST-CORE-01,UST,010-UST-CORE-01-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
010-UST-CORE-01,UST,010-UST-CORE-01-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
010-UST-CORE-01,UST,010-UST-CORE-01-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
010-UST-CORE-01,UST,010-UST-CORE-01-P4,USTUR Barren Planet,Barren Planet,USTUR,12
010-UST-SEC-03,UST,010-UST-SEC-03-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
010-UST-SEC-03,UST,010-UST-SEC-03-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
010-UST-SEC-03,UST,010-UST-SEC-03-P3,USTUR Ice Giant,Ice Giant,USTUR,15
010-UST-SEC-03,UST,010-UST-SEC-03-P4,USTUR Gas Giant,Gas Giant,USTUR,8
010-UST-SEC-04,UST,010-UST-SEC-04-P1,USTUR Ice Giant,Ice Giant,USTUR,15
010-UST-SEC-04,UST,010-UST-SEC-04-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
010-UST-SEC-04,UST,010-UST-SEC-04-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
010-UST-SEC-04,UST,010-UST-SEC-04-P4,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
010-UST-CORE-02,UST,010-UST-CORE-02-P1,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
010-UST-CORE-02,UST,010-UST-CORE-02-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
010-UST-CORE-02,UST,010-UST-CORE-02-P3,USTUR Barren Planet,Barren Planet,USTUR,12
010-UST-CORE-02,UST,010-UST-CORE-02-P4,USTUR Barren Planet,Barren Planet,USTUR,12
010-UST-CORE-03,UST,010-UST-CORE-03-P1,USTUR Gas Giant,Gas Giant,USTUR,8
010-UST-CORE-03,UST,010-UST-CORE-03-P2,USTUR Ice Giant,Ice Giant,USTUR,15
010-UST-CORE-03,UST,010-UST-CORE-03-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
010-UST-CORE-03,UST,010-UST-CORE-03-P4,USTUR Ice Giant,Ice Giant,USTUR,15
010-UST-CORE-03,UST,010-UST-CORE-03-P5,USTUR Ice Giant,Ice Giant,USTUR,15
010-UST-CORE-03,UST,010-UST-CORE-03-P6,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
010-UST-CORE-04,UST,010-UST-CORE-04-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
010-UST-CORE-04,UST,010-UST-CORE-04-P2,USTUR Barren Planet,Barren Planet,USTUR,12
010-UST-CORE-04,UST,010-UST-CORE-04-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
010-UST-CORE-04,UST,010-UST-CORE-04-P4,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
010-UST-CORE-04,UST,010-UST-CORE-04-P5,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
010-UST-CORE-04,UST,010-UST-CORE-04-P6,USTUR Ice Giant,Ice Giant,USTUR,15
010-UST-SEC-05,UST,010-UST-SEC-05-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
010-UST-SEC-05,UST,010-UST-SEC-05-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
010-UST-SEC-05,UST,010-UST-SEC-05-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
010-UST-CORE-05,UST,010-UST-CORE-05-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
010-UST-CORE-05,UST,010-UST-CORE-05-P2,USTUR Barren Planet,Barren Planet,USTUR,12
010-UST-CORE-05,UST,010-UST-CORE-05-P3,USTUR Gas Giant,Gas Giant,USTUR,8
010-UST-CORE-05,UST,010-UST-CORE-05-P4,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
017-UST-SEC-01,UST,017-UST-SEC-01-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-SEC-01,UST,017-UST-SEC-01-P2,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-SEC-02,UST,017-UST-SEC-02-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-SEC-02,UST,017-UST-SEC-02-P2,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-SEC-02,UST,017-UST-SEC-02-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-SEC-03,UST,017-UST-SEC-03-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-SEC-03,UST,017-UST-SEC-03-P2,USTUR Ice Giant,Ice Giant,USTUR,15
017-UST-SEC-03,UST,017-UST-SEC-03-P3,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-SEC-03,UST,017-UST-SEC-03-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-CORE-02,UST,017-UST-CORE-02-P1,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-CORE-02,UST,017-UST-CORE-02-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-CORE-02,UST,017-UST-CORE-02-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-CORE-02,UST,017-UST-CORE-02-P4,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-CORE-02,UST,017-UST-CORE-02-P5,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-CORE-02,UST,017-UST-CORE-02-P6,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-SEC-04,UST,017-UST-SEC-04-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-SEC-04,UST,017-UST-SEC-04-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-SEC-04,UST,017-UST-SEC-04-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-CORE-03,UST,017-UST-CORE-03-P1,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-CORE-03,UST,017-UST-CORE-03-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-CORE-03,UST,017-UST-CORE-03-P3,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-CORE-03,UST,017-UST-CORE-03-P4,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-CORE-04,UST,017-UST-CORE-04-P1,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
017-UST-CORE-04,UST,017-UST-CORE-04-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-CORE-04,UST,017-UST-CORE-04-P3,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-CORE-04,UST,017-UST-CORE-04-P4,USTUR Ice Giant,Ice Giant,USTUR,15
017-UST-CORE-04,UST,017-UST-CORE-04-P5,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-SEC-05,UST,017-UST-SEC-05-P1,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-SEC-05,UST,017-UST-SEC-05-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-SEC-05,UST,017-UST-SEC-05-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-SEC-05,UST,017-UST-SEC-05-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-SEC-06,UST,017-UST-SEC-06-P1,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-SEC-06,UST,017-UST-SEC-06-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-SEC-06,UST,017-UST-SEC-06-P3,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-SEC-06,UST,017-UST-SEC-06-P4,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-CORE-05,UST,017-UST-CORE-05-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-CORE-05,UST,017-UST-CORE-05-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-CORE-05,UST,017-UST-CORE-05-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-CORE-05,UST,017-UST-CORE-05-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-CORE-05,UST,017-UST-CORE-05-P5,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-CORE-06,UST,017-UST-CORE-06-P1,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
017-UST-CORE-06,UST,017-UST-CORE-06-P2,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-CORE-06,UST,017-UST-CORE-06-P3,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
017-UST-CORE-06,UST,017-UST-CORE-06-P4,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-CORE-06,UST,017-UST-CORE-06-P5,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-SEC-07,UST,017-UST-SEC-07-P1,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-SEC-07,UST,017-UST-SEC-07-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-SEC-07,UST,017-UST-SEC-07-P3,USTUR Ice Giant,Ice Giant,USTUR,15
017-UST-CORE-07,UST,017-UST-CORE-07-P1,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-CORE-07,UST,017-UST-CORE-07-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-CORE-07,UST,017-UST-CORE-07-P3,USTUR Ice Giant,Ice Giant,USTUR,15
017-UST-CORE-07,UST,017-UST-CORE-07-P4,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-CORE-07,UST,017-UST-CORE-07-P5,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
017-UST-CORE-07,UST,017-UST-CORE-07-P6,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-KING-01,UST,017-UST-KING-01-P1,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-KING-01,UST,017-UST-KING-01-P2,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-KING-01,UST,017-UST-KING-01-P3,USTUR Ice Giant,Ice Giant,USTUR,15
017-UST-KING-01,UST,017-UST-KING-01-P4,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-KING-01,UST,017-UST-KING-01-P5,USTUR Ice Giant,Ice Giant,USTUR,15
017-UST-KING-01,UST,017-UST-KING-01-P6,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-KING-01,UST,017-UST-KING-01-P7,USTUR Barren Planet,Barren Planet,USTUR,12
017-UST-KING-01,UST,017-UST-KING-01-P8,USTUR Ice Giant,Ice Giant,USTUR,15
017-UST-SEC-08,UST,017-UST-SEC-08-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-SEC-08,UST,017-UST-SEC-08-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-SEC-08,UST,017-UST-SEC-08-P3,USTUR Gas Giant,Gas Giant,USTUR,8
017-UST-SEC-09,UST,017-UST-SEC-09-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-SEC-09,UST,017-UST-SEC-09-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
017-UST-CORE-08,UST,017-UST-CORE-08-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
017-UST-CORE-08,UST,017-UST-CORE-08-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
017-UST-CORE-08,UST,017-UST-CORE-08-P3,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
017-UST-CORE-08,UST,017-UST-CORE-08-P4,USTUR Barren Planet,Barren Planet,USTUR,12
018-UST-CORE-01,UST,018-UST-CORE-01-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
018-UST-CORE-01,UST,018-UST-CORE-01-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
018-UST-CORE-01,UST,018-UST-CORE-01-P3,USTUR Ice Giant,Ice Giant,USTUR,15
018-UST-CORE-01,UST,018-UST-CORE-01-P4,USTUR Ice Giant,Ice Giant,USTUR,15
018-UST-SEC-01,UST,018-UST-SEC-01-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-SEC-01,UST,018-UST-SEC-01-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-SEC-01,UST,018-UST-SEC-01-P3,USTUR Barren Planet,Barren Planet,USTUR,12
018-UST-CORE-02,UST,018-UST-CORE-02-P1,USTUR Ice Giant,Ice Giant,USTUR,15
018-UST-CORE-02,UST,018-UST-CORE-02-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
018-UST-CORE-02,UST,018-UST-CORE-02-P3,USTUR Ice Giant,Ice Giant,USTUR,15
018-UST-CORE-02,UST,018-UST-CORE-02-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-CORE-02,UST,018-UST-CORE-02-P5,USTUR Ice Giant,Ice Giant,USTUR,15
018-UST-CORE-02,UST,018-UST-CORE-02-P6,USTUR Barren Planet,Barren Planet,USTUR,12
018-UST-SEC-02,UST,018-UST-SEC-02-P1,USTUR Ice Giant,Ice Giant,USTUR,15
018-UST-SEC-02,UST,018-UST-SEC-02-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-SEC-02,UST,018-UST-SEC-02-P3,USTUR Dark Planet,Dark Planet,USTUR,17
018-UST-SEC-02,UST,018-UST-SEC-02-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-CORE-03,UST,018-UST-CORE-03-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
018-UST-CORE-03,UST,018-UST-CORE-03-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
018-UST-CORE-03,UST,018-UST-CORE-03-P3,USTUR Barren Planet,Barren Planet,USTUR,12
018-UST-CORE-03,UST,018-UST-CORE-03-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-CORE-03,UST,018-UST-CORE-03-P5,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-CORE-03,UST,018-UST-CORE-03-P6,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-SEC-03,UST,018-UST-SEC-03-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
018-UST-SEC-03,UST,018-UST-SEC-03-P2,USTUR Barren Planet,Barren Planet,USTUR,12
018-UST-SEC-03,UST,018-UST-SEC-03-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
018-UST-CORE-04,UST,018-UST-CORE-04-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
018-UST-CORE-04,UST,018-UST-CORE-04-P2,USTUR Ice Giant,Ice Giant,USTUR,15
018-UST-CORE-04,UST,018-UST-CORE-04-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-CORE-04,UST,018-UST-CORE-04-P4,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
018-UST-SEC-04,UST,018-UST-SEC-04-P1,USTUR Gas Giant,Gas Giant,USTUR,8
018-UST-SEC-04,UST,018-UST-SEC-04-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-SEC-05,UST,018-UST-SEC-05-P1,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
018-UST-SEC-05,UST,018-UST-SEC-05-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-SEC-05,UST,018-UST-SEC-05-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-SEC-05,UST,018-UST-SEC-05-P4,USTUR Gas Giant,Gas Giant,USTUR,8
018-UST-CORE-05,UST,018-UST-CORE-05-P1,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
018-UST-CORE-05,UST,018-UST-CORE-05-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
018-UST-CORE-05,UST,018-UST-CORE-05-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
018-UST-CORE-05,UST,018-UST-CORE-05-P4,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
018-UST-SEC-06,UST,018-UST-SEC-06-P1,USTUR Barren Planet,Barren Planet,USTUR,12
018-UST-SEC-06,UST,018-UST-SEC-06-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
018-UST-SEC-06,UST,018-UST-SEC-06-P3,USTUR Dark Planet,Dark Planet,USTUR,17
018-UST-SEC-06,UST,018-UST-SEC-06-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
018-UST-SEC-07,UST,018-UST-SEC-07-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
018-UST-SEC-07,UST,018-UST-SEC-07-P2,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
018-UST-SEC-07,UST,018-UST-SEC-07-P3,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
018-UST-SEC-08,UST,018-UST-SEC-08-P1,USTUR Gas Giant,Gas Giant,USTUR,8
018-UST-SEC-08,UST,018-UST-SEC-08-P2,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-SEC-01,UST,023-UST-SEC-01-P1,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-SEC-01,UST,023-UST-SEC-01-P2,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-SEC-01,UST,023-UST-SEC-01-P3,USTUR Gas Giant,Gas Giant,USTUR,8
023-UST-SEC-01,UST,023-UST-SEC-01-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-SEC-02,UST,023-UST-SEC-02-P1,USTUR Gas Giant,Gas Giant,USTUR,8
023-UST-SEC-02,UST,023-UST-SEC-02-P2,USTUR Dark Planet,Dark Planet,USTUR,17
023-UST-CORE-01,UST,023-UST-CORE-01-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
023-UST-CORE-01,UST,023-UST-CORE-01-P2,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-CORE-01,UST,023-UST-CORE-01-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-CORE-01,UST,023-UST-CORE-01-P4,USTUR Ice Giant,Ice Giant,USTUR,15
023-UST-CORE-01,UST,023-UST-CORE-01-P5,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-CORE-02,UST,023-UST-CORE-02-P1,USTUR Ice Giant,Ice Giant,USTUR,15
023-UST-CORE-02,UST,023-UST-CORE-02-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
023-UST-CORE-02,UST,023-UST-CORE-02-P3,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
023-UST-CORE-02,UST,023-UST-CORE-02-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-CORE-02,UST,023-UST-CORE-02-P5,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-CORE-02,UST,023-UST-CORE-02-P6,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-SEC-03,UST,023-UST-SEC-03-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-SEC-03,UST,023-UST-SEC-03-P2,USTUR Gas Giant,Gas Giant,USTUR,8
023-UST-CORE-03,UST,023-UST-CORE-03-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-CORE-03,UST,023-UST-CORE-03-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
023-UST-CORE-03,UST,023-UST-CORE-03-P3,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-CORE-03,UST,023-UST-CORE-03-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-CORE-03,UST,023-UST-CORE-03-P5,USTUR Ice Giant,Ice Giant,USTUR,15
023-UST-SEC-04,UST,023-UST-SEC-04-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-SEC-04,UST,023-UST-SEC-04-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
023-UST-SEC-04,UST,023-UST-SEC-04-P3,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-CORE-04,UST,023-UST-CORE-04-P1,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-CORE-04,UST,023-UST-CORE-04-P2,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-CORE-04,UST,023-UST-CORE-04-P3,USTUR Gas Giant,Gas Giant,USTUR,8
023-UST-CORE-04,UST,023-UST-CORE-04-P4,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
023-UST-CORE-04,UST,023-UST-CORE-04-P5,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-CORE-04,UST,023-UST-CORE-04-P6,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
023-UST-SEC-05,UST,023-UST-SEC-05-P1,USTUR Ice Giant,Ice Giant,USTUR,15
023-UST-SEC-05,UST,023-UST-SEC-05-P2,USTUR Gas Giant,Gas Giant,USTUR,8
023-UST-SEC-06,UST,023-UST-SEC-06-P1,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
023-UST-SEC-06,UST,023-UST-SEC-06-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
023-UST-SEC-06,UST,023-UST-SEC-06-P3,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
023-UST-SEC-07,UST,023-UST-SEC-07-P1,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-SEC-07,UST,023-UST-SEC-07-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
023-UST-CORE-05,UST,023-UST-CORE-05-P1,USTUR Ice Giant,Ice Giant,USTUR,15
023-UST-CORE-05,UST,023-UST-CORE-05-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
023-UST-CORE-05,UST,023-UST-CORE-05-P3,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
023-UST-CORE-05,UST,023-UST-CORE-05-P4,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
023-UST-SEC-08,UST,023-UST-SEC-08-P1,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-SEC-08,UST,023-UST-SEC-08-P2,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
023-UST-SEC-08,UST,023-UST-SEC-08-P3,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-CORE-06,UST,023-UST-CORE-06-P1,USTUR Barren Planet,Barren Planet,USTUR,12
023-UST-CORE-06,UST,023-UST-CORE-06-P2,USTUR Ice Giant,Ice Giant,USTUR,15
023-UST-CORE-06,UST,023-UST-CORE-06-P3,USTUR Gas Giant,Gas Giant,USTUR,8
023-UST-CORE-06,UST,023-UST-CORE-06-P4,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-CORE-07,UST,023-UST-CORE-07-P1,USTUR Terrestrial Planet,Terrestrial Planet,USTUR,13
023-UST-CORE-07,UST,023-UST-CORE-07-P2,USTUR System Asteroid Belt,Asteroid Belt,USTUR,14
023-UST-CORE-07,UST,023-UST-CORE-07-P3,USTUR Oceanic Planet,Oceanic Planet,USTUR,14
023-UST-CORE-07,UST,023-UST-CORE-07-P4,USTUR Volcanic Planet,Volcanic Planet,USTUR,16
